GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59
1400000US47157003000,47157003000,"Census Tract 30, Shelby County, Tennessee",1469,92,242,99,87,58,0,12,0,12,0,12,0,12,0,12,87,58,30,37,0,12,8,13,0,12,22,34,57,43,0,12,36,33,21,24,0,12,155,95,107,87,0,12,9,14,65,73,33,51,48,37,0,12,0,12,40,35,8,12,1227,119,656,127,309,106,0,12,99,63,164,74,46,33,347,101,7,11,0,12,7,11,0,12,0,12,340,100,0,12,131,69,117,70,92,58,571,127,192,80,0,12,31,41,103,53,58,46,379,121,0,12,122,77,51,35,206,79
1400000US47157003100,47157003100,"Census Tract 31, Shelby County, Tennessee",1656,84,264,81,71,49,42,43,7,10,35,42,0,12,0,12,29,30,0,12,0,12,0,12,0,12,0,12,29,30,0,12,15,24,14,17,0,12,193,76,107,54,44,38,39,30,24,23,0,12,86,52,31,38,10,15,23,21,22,25,1392,119,525,97,423,95,28,36,168,67,125,46,102,50,102,50,29,32,0,12,10,15,19,29,0,12,73,41,0,12,30,24,27,26,16,18,867,120,332,81,0,12,161,65,156,54,15,17,535,101,26,31,254,76,160,58,95,39
1400000US47157003200,47157003200,"Census Tract 32, Shelby County, Tennessee",1994,196,475,181,41,51,28,46,28,46,0,12,0,12,0,12,13,23,0,12,0,12,0,12,0,12,0,12,13,23,0,12,13,23,0,12,0,12,434,168,100,80,22,36,41,50,37,58,0,12,334,152,98,88,46,40,92,83,98,75,1519,226,264,103,200,88,0,12,118,72,41,48,41,40,64,53,0,12,0,12,0,12,0,12,0,12,64,53,14,22,27,32,23,39,0,12,1255,227,643,164,78,71,353,133,187,102,25,35,612,173,34,33,184,98,218,99,176,119
1400000US47157003300,47157003300,"Census Tract 33, Shelby County, Tennessee",1173,63,110,70,67,62,29,37,7,12,22,34,0,12,0,12,38,50,0,12,0,12,0,12,0,12,0,12,38,50,0,12,38,50,0,12,0,12,43,31,16,18,8,12,8,13,0,12,0,12,27,24,10,15,0,12,9,14,8,14,1063,93,623,92,530,98,0,12,283,81,133,45,114,49,93,52,37,36,0,12,28,34,9,13,0,12,56,52,0,12,9,14,37,48,10,15,440,95,217,83,0,12,124,74,75,61,18,19,223,74,0,12,74,56,76,54,73,44
1400000US47157003400,47157003400,"Census Tract 34, Shelby County, Tennessee",1143,96,237,101,21,25,0,12,0,12,0,12,0,12,0,12,21,25,0,12,0,12,0,12,0,12,0,12,21,25,0,12,21,25,0,12,0,12,216,99,109,70,30,40,73,51,0,12,6,11,107,75,70,61,29,46,8,12,0,12,906,122,238,59,195,51,0,12,86,36,57,36,52,29,43,30,27,24,0,12,12,19,15,18,0,12,16,20,0,12,0,12,0,12,16,20,668,139,397,107,63,62,139,61,173,63,22,30,271,97,0,12,136,78,98,56,37,29
1400000US47157003500,47157003500,"Census Tract 35, Shelby County, Tennessee",1584,102,142,70,10,16,10,16,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,132,64,93,56,39,45,26,28,18,18,10,15,39,31,6,10,23,25,10,15,0,12,1442,113,713,97,563,96,0,12,224,64,272,80,67,31,150,64,16,19,6,11,0,12,0,12,10,15,134,64,0,12,78,51,36,30,20,24,729,127,407,110,0,12,268,101,96,59,43,47,322,96,8,14,113,56,122,67,79,52
1400000US47157003600,47157003600,"Census Tract 36, Shelby County, Tennessee",967,120,390,107,124,88,12,19,0,12,0,12,0,12,12,19,112,85,40,48,0,12,17,24,23,38,0,12,72,64,0,12,72,64,0,12,0,12,266,101,110,69,0,12,8,13,102,67,0,12,156,77,25,20,39,48,62,52,30,25,577,119,177,83,147,72,19,31,56,54,71,42,1,7,30,38,0,12,0,12,0,12,0,12,0,12,30,38,0,12,0,12,30,38,0,12,400,108,223,84,53,44,17,20,111,62,42,41,177,83,22,36,57,38,78,53,20,19
1400000US47157003700,47157003700,"Census Tract 37, Shelby County, Tennessee",902,51,416,86,45,35,19,20,3,5,0,12,0,12,16,19,26,29,13,21,0,12,0,12,13,21,0,12,13,21,0,12,13,21,0,12,0,12,371,84,192,66,12,17,5,8,79,47,96,45,179,63,26,23,32,32,18,21,103,49,486,87,108,37,46,21,17,15,10,11,9,7,10,10,62,35,4,7,0,12,0,12,4,7,0,12,58,35,0,12,22,24,24,16,12,19,378,84,181,68,22,36,36,24,98,52,25,22,197,56,14,12,23,25,48,33,112,41
1400000US47157003800,47157003800,"Census Tract 38, Shelby County, Tennessee",789,57,331,69,28,31,10,13,8,13,2,3,0,12,0,12,18,27,0,12,0,12,0,12,0,12,0,12,18,27,0,12,18,27,0,12,0,12,303,65,170,59,19,25,36,27,100,41,15,16,133,49,14,18,42,27,59,33,18,18,458,83,103,39,83,34,0,12,67,32,16,18,0,12,20,20,15,19,0,12,0,12,15,19,0,12,5,8,0,12,5,8,0,12,0,12,355,79,225,65,0,12,92,44,122,48,11,14,130,54,5,7,76,48,49,23,0,12
1400000US47157003900,47157003900,"Census Tract 39, Shelby County, Tennessee",834,42,479,69,93,40,25,26,0,12,4,12,21,24,0,12,68,31,17,26,0,12,17,26,0,12,0,12,51,22,0,12,20,19,31,24,0,12,386,68,250,62,10,18,45,36,174,57,21,19,136,50,0,12,31,30,88,40,17,17,355,67,84,53,27,27,4,8,7,11,16,23,0,12,57,44,41,41,0,12,26,34,15,24,0,12,16,20,0,12,11,18,5,8,0,12,271,64,153,59,11,17,44,34,93,49,5,8,118,41,10,15,53,37,55,31,0,12
1400000US47157004200,47157004200,"Census Tract 42, Shelby County, Tennessee",1832,125,250,95,39,36,19,21,0,12,8,13,11,17,0,12,20,29,0,12,0,12,0,12,0,12,0,12,20,29,0,12,20,29,0,12,0,12,211,93,117,73,37,28,76,70,4,7,0,12,94,53,0,12,44,37,27,39,23,36,1582,166,302,93,292,96,0,12,137,60,91,45,64,70,10,16,0,12,0,12,0,12,0,12,0,12,10,16,0,12,10,16,0,12,0,12,1280,156,894,151,39,30,536,125,253,113,66,47,386,103,37,39,229,93,97,52,23,19
1400000US47157004300,47157004300,"Census Tract 43, Shelby County, Tennessee",867,79,90,43,16,17,10,15,0,12,0,12,10,15,0,12,6,10,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,6,10,0,12,74,41,28,24,0,12,24,23,0,12,4,7,46,32,12,12,9,11,25,29,0,12,777,90,257,73,236,69,4,6,77,41,116,52,39,22,21,19,0,12,0,12,0,12,0,12,0,12,21,19,0,12,0,12,10,15,11,12,520,85,280,62,31,28,162,46,82,33,5,7,240,65,0,12,182,64,49,25,9,10
1400000US47157004500,47157004500,"Census Tract 45, Shelby County, Tennessee",146,46,65,43,53,40,21,32,0,12,0,12,21,32,0,12,32,22,1,4,0,12,1,4,0,12,0,12,31,21,0,12,19,18,12,13,0,12,12,12,8,10,0,12,8,10,0,12,0,12,4,7,0,12,4,7,0,12,0,12,81,27,72,26,15,14,0,12,10,13,3,7,2,6,57,24,0,12,0,12,0,12,0,12,0,12,57,24,0,12,21,16,23,25,13,12,9,10,5,8,0,12,0,12,5,8,0,12,4,6,0,12,0,12,0,12,4,6
1400000US47157004600,47157004600,"Census Tract 46, Shelby County, Tennessee",649,66,195,79,104,70,0,12,0,12,0,12,0,12,0,12,104,70,27,37,0,12,0,12,27,37,0,12,77,46,0,12,69,44,8,11,0,12,91,46,51,40,17,19,34,34,0,12,0,12,40,24,0,12,7,11,7,12,26,16,454,85,152,44,70,35,0,12,39,27,31,26,0,12,82,40,42,38,0,12,10,15,0,12,32,29,40,29,10,13,10,16,20,23,0,12,302,73,107,44,0,12,20,22,29,22,58,33,195,69,5,8,23,19,66,39,101,59
1400000US47157005000,47157005000,"Census Tract 50, Shelby County, Tennessee",404,51,229,56,132,41,0,12,0,12,0,12,0,12,0,12,132,41,19,21,0,12,9,14,0,12,10,14,113,36,9,15,76,33,19,21,9,14,97,44,39,34,0,12,0,12,22,27,17,20,58,37,0,12,18,26,26,23,14,13,175,51,58,29,27,19,0,12,0,12,9,10,18,15,31,24,0,12,0,12,0,12,0,12,0,12,31,24,0,12,15,18,0,12,16,16,117,43,46,32,0,12,0,12,34,26,12,17,71,28,0,12,4,7,12,13,55,23
1400000US47157005300,47157005300,"Census Tract 53, Shelby County, Tennessee",1333,125,498,133,295,90,19,30,0,12,19,30,0,12,0,12,276,83,15,18,0,12,0,12,7,12,8,13,261,82,7,11,104,65,106,57,44,30,203,95,151,87,9,15,36,42,67,56,39,38,52,34,0,12,0,12,21,20,31,24,835,130,489,83,194,70,0,12,27,33,115,61,52,36,295,86,57,48,0,12,17,28,10,15,30,38,238,76,0,12,57,40,68,49,113,47,346,111,213,88,10,16,0,12,121,79,82,56,133,62,0,12,0,12,87,49,46,42
1400000US47157005500,47157005500,"Census Tract 55, Shelby County, Tennessee",856,121,362,114,168,68,26,30,0,12,0,12,18,24,8,14,142,64,23,30,0,12,8,13,0,12,15,26,119,63,29,38,44,34,26,32,20,19,194,96,93,77,20,33,35,44,30,48,8,15,101,46,0,12,9,14,55,33,37,29,494,126,281,83,120,55,0,12,0,12,79,53,41,35,161,72,44,49,20,33,24,37,0,12,0,12,117,48,0,12,39,35,46,43,32,27,213,99,125,78,0,12,21,37,50,54,54,44,88,64,23,35,29,46,0,12,36,30
1400000US47157005600,47157005600,"Census Tract 56, Shelby County, Tennessee",1566,114,411,107,241,87,7,13,0,12,7,13,0,12,0,12,234,88,52,58,25,39,0,12,27,43,0,12,182,79,0,12,74,56,61,42,47,49,170,77,84,49,0,12,0,12,74,47,10,15,86,51,0,12,0,12,7,13,79,51,1155,138,645,105,280,100,0,12,84,62,117,66,79,42,365,103,98,57,22,32,43,40,0,12,33,24,267,93,0,12,74,57,119,54,74,45,510,136,190,89,24,38,48,55,73,58,45,30,320,114,0,12,53,60,114,64,153,62
1400000US47157005700,47157005700,"Census Tract 57, Shelby County, Tennessee",802,111,210,72,88,44,4,7,0,12,0,12,0,12,4,7,84,44,0,12,0,12,0,12,0,12,0,12,84,44,0,12,39,33,37,21,8,13,122,63,60,50,25,37,0,12,35,41,0,12,62,39,0,12,14,22,29,27,19,16,592,108,343,98,99,62,0,12,26,34,41,39,32,22,244,82,5,8,0,12,0,12,0,12,5,8,239,82,23,28,72,48,78,37,66,32,249,78,108,68,14,24,23,20,56,56,15,23,141,56,0,12,0,12,110,50,31,23
1400000US47157005800,47157005800,"Census Tract 58, Shelby County, Tennessee",365,69,182,74,174,75,48,38,0,12,0,12,43,37,5,7,126,63,30,27,10,13,0,12,0,12,20,24,96,59,15,24,59,47,12,16,10,15,8,11,0,12,0,12,0,12,0,12,0,12,8,11,4,9,0,12,0,12,4,7,183,52,92,34,52,34,0,12,0,12,16,23,36,29,40,24,4,8,4,8,0,12,0,12,0,12,36,24,0,12,0,12,7,9,29,21,91,39,32,32,0,12,13,19,14,23,5,7,59,36,30,37,0,12,16,19,13,17
1400000US47157005900,47157005900,"Census Tract 59, Shelby County, Tennessee",928,119,293,92,128,64,24,27,0,12,16,25,8,12,0,12,104,60,19,29,0,12,19,29,0,12,0,12,85,50,8,12,53,46,17,20,7,10,165,72,82,50,0,12,20,31,47,40,15,21,83,52,0,12,19,32,49,41,15,17,635,110,390,119,167,73,21,33,4,9,110,63,32,25,223,101,79,74,0,12,55,67,21,35,3,5,144,75,18,29,47,53,25,24,54,43,245,83,133,81,0,12,10,17,112,78,11,13,112,61,0,12,0,12,85,61,27,23
1400000US47157006000,47157006000,"Census Tract 60, Shelby County, Tennessee",788,91,215,56,133,46,46,35,0,12,4,8,42,35,0,12,87,35,0,12,0,12,0,12,0,12,0,12,87,35,0,12,68,31,13,14,6,10,82,38,29,25,0,12,15,16,14,21,0,12,53,31,0,12,6,10,30,24,17,18,573,94,371,84,151,60,0,12,29,41,78,41,44,24,220,65,73,45,0,12,10,11,11,12,52,40,147,54,0,12,4,7,80,48,63,29,202,71,87,44,0,12,5,8,54,35,28,25,115,61,5,8,0,12,64,51,46,28
1400000US47157006200,47157006200,"Census Tract 62, Shelby County, Tennessee",779,62,225,71,163,65,13,19,0,12,0,12,13,19,0,12,150,63,27,23,9,16,0,12,10,11,8,13,123,60,0,12,42,46,42,37,39,26,62,34,18,21,0,12,0,12,18,21,0,12,44,27,0,12,0,12,15,18,29,27,554,82,310,64,121,41,0,12,32,26,35,26,54,25,189,59,50,32,0,12,33,31,17,15,0,12,139,51,0,12,49,36,44,31,46,21,244,73,105,56,18,28,62,45,20,23,5,7,139,52,0,12,21,24,60,33,58,29
1400000US47157006300,47157006300,"Census Tract 63, Shelby County, Tennessee",1143,92,147,83,62,55,12,19,0,12,12,19,0,12,0,12,50,53,0,12,0,12,0,12,0,12,0,12,50,53,0,12,29,47,12,18,9,20,85,67,24,27,14,22,0,12,10,16,0,12,61,60,0,12,22,25,0,12,39,55,996,113,427,107,354,104,0,12,219,84,101,47,34,30,73,46,24,19,0,12,24,19,0,12,0,12,49,47,0,12,31,44,18,23,0,12,569,118,355,95,23,27,240,86,92,44,0,12,214,69,24,29,83,44,75,49,32,32
1400000US47157006400,47157006400,"Census Tract 64, Shelby County, Tennessee",644,90,189,83,144,80,15,15,8,12,0,12,0,12,7,11,129,80,10,13,0,12,0,12,10,13,0,12,119,78,31,36,6,11,69,67,13,14,45,33,13,21,0,12,0,12,13,21,0,12,32,28,0,12,0,12,15,23,17,16,455,94,282,67,78,38,0,12,15,19,42,29,21,17,204,64,75,67,0,12,38,56,37,34,0,12,129,50,5,10,20,24,74,38,30,24,173,78,43,31,0,12,17,20,15,17,11,12,130,74,0,12,32,46,61,56,37,20
1400000US47157006500,47157006500,"Census Tract 65, Shelby County, Tennessee",1069,83,359,111,197,82,40,43,7,12,0,12,33,41,0,12,157,79,12,18,12,18,0,12,0,12,0,12,145,78,26,42,71,55,17,20,31,36,162,77,107,71,0,12,60,64,29,26,18,29,55,38,0,12,19,28,10,17,26,23,710,123,493,134,146,75,0,12,15,23,71,67,60,28,347,129,81,73,34,51,27,40,14,22,6,9,266,119,0,12,54,63,139,93,73,45,217,88,74,62,0,12,27,42,27,42,20,23,143,75,0,12,29,33,59,46,55,35
1400000US47157006600,47157006600,"Census Tract 66, Shelby County, Tennessee",1073,99,275,79,116,64,29,32,0,12,29,32,0,12,0,12,87,61,22,27,0,12,22,27,0,12,0,12,65,56,0,12,32,40,25,40,8,13,159,67,74,49,0,12,11,16,63,47,0,12,85,49,27,20,9,14,49,42,0,12,798,119,326,83,149,64,0,12,82,50,50,45,17,16,177,82,24,37,0,12,24,37,0,12,0,12,153,76,0,12,19,17,90,67,44,36,472,104,336,89,29,33,217,69,67,38,23,19,136,61,0,12,58,35,57,48,21,18
1400000US47157006700,47157006700,"Census Tract 67, Shelby County, Tennessee",1189,134,600,124,368,122,19,21,0,12,0,12,19,21,0,12,349,121,53,56,8,13,14,23,31,48,0,12,296,111,30,47,123,62,93,72,50,42,232,85,119,64,25,36,0,12,59,62,35,46,113,64,0,12,62,56,17,20,34,27,589,121,290,97,51,35,0,12,12,18,23,28,16,18,239,93,32,29,0,12,11,17,8,13,13,19,207,92,0,12,43,55,98,62,66,39,299,93,153,67,0,12,55,61,76,52,22,21,146,67,0,12,31,35,36,44,79,48
1400000US47157006800,47157006800,"Census Tract 68, Shelby County, Tennessee",899,84,501,101,321,96,111,60,0,12,12,18,43,40,56,41,210,85,53,54,5,8,0,12,41,52,7,11,157,64,13,20,20,31,84,51,40,29,180,74,49,36,0,12,17,26,15,15,17,25,131,65,0,12,25,24,80,56,26,21,398,80,163,61,56,40,0,12,25,31,28,25,3,6,107,45,15,16,0,12,0,12,5,9,10,11,92,44,0,12,41,35,10,11,41,27,235,72,162,66,0,12,24,36,76,45,62,38,73,34,0,12,4,8,23,20,46,27
1400000US47157006900,47157006900,"Census Tract 69, Shelby County, Tennessee",1094,88,376,96,266,85,48,36,0,12,32,31,9,16,7,10,218,79,8,12,0,12,0,12,8,12,0,12,210,80,13,15,86,63,86,52,25,25,110,66,8,14,0,12,0,12,8,14,0,12,102,65,0,12,22,26,58,59,22,20,718,111,466,114,157,80,0,12,28,45,73,49,56,31,309,100,43,44,0,12,9,15,10,16,24,38,266,98,0,12,83,63,90,60,93,53,252,105,163,87,0,12,101,71,44,51,18,21,89,41,0,12,0,12,25,26,64,34
1400000US47157007000,47157007000,"Census Tract 70, Shelby County, Tennessee",1310,97,421,119,299,97,4,8,0,12,0,12,4,8,0,12,295,97,20,24,0,12,20,24,0,12,0,12,275,94,28,32,154,74,52,43,41,34,122,60,36,27,20,20,0,12,16,19,0,12,86,54,30,33,39,42,0,12,17,19,889,113,483,87,249,75,6,9,117,64,103,48,23,19,234,80,77,50,15,26,52,42,10,16,0,12,157,67,16,24,49,38,77,50,15,17,406,94,180,73,16,24,58,42,106,59,0,12,226,84,14,21,101,61,41,29,70,38
1400000US47157007100,47157007100,"Census Tract 71, Shelby County, Tennessee",995,81,129,86,7,11,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,7,11,0,12,122,83,63,66,0,12,0,12,6,10,57,68,59,48,0,12,21,20,0,12,38,42,866,128,467,84,347,52,0,12,130,44,160,50,57,30,120,62,21,24,0,12,0,12,21,24,0,12,99,56,8,14,0,12,82,52,9,13,399,94,187,88,14,24,106,79,30,28,37,32,212,73,16,17,83,48,33,24,80,49
1400000US47157007200,47157007200,"Census Tract 72, Shelby County, Tennessee",1209,121,115,59,41,42,23,36,23,36,0,12,0,12,0,12,18,22,0,12,0,12,0,12,0,12,0,12,18,22,0,12,0,12,6,11,12,19,74,48,36,36,27,33,0,12,9,14,0,12,38,37,0,12,0,12,12,18,26,28,1094,120,634,97,546,85,18,27,284,79,184,51,60,38,88,62,45,50,0,12,38,48,7,11,0,12,43,35,0,12,16,22,27,26,0,12,460,101,148,60,12,23,63,46,43,30,30,26,312,86,56,50,90,46,77,40,89,48
1400000US47157007300,47157007300,"Census Tract 73, Shelby County, Tennessee",1474,126,564,114,94,62,71,54,0,12,60,51,11,18,0,12,23,24,0,12,0,12,0,12,0,12,0,12,23,24,0,12,0,12,23,24,0,12,470,104,168,85,70,58,16,25,33,30,49,51,302,94,149,86,16,25,79,49,58,54,910,119,291,97,270,99,0,12,69,23,90,66,111,71,21,33,0,12,0,12,0,12,0,12,0,12,21,33,0,12,21,33,0,12,0,12,619,134,224,87,0,12,73,54,31,29,120,60,395,108,47,43,34,28,129,65,185,82
1400000US47157007400,47157007400,"Census Tract 74, Shelby County, Tennessee",1333,104,334,103,62,53,18,28,0,12,18,28,0,12,0,12,44,44,0,12,0,12,0,12,0,12,0,12,44,44,24,39,20,22,0,12,0,12,272,94,166,77,114,66,34,35,18,16,0,12,106,63,61,48,19,22,26,29,0,12,999,132,428,96,311,90,13,18,129,63,162,62,7,12,117,46,51,29,13,14,0,12,38,27,0,12,66,39,0,12,43,37,17,20,6,10,571,132,326,113,58,54,168,88,74,40,26,20,245,73,12,19,72,44,86,43,75,32
1400000US47157007500,47157007500,"Census Tract 75, Shelby County, Tennessee",485,59,128,56,65,39,4,6,0,12,0,12,0,12,4,6,61,39,12,18,0,12,12,18,0,12,0,12,49,32,0,12,26,22,13,15,10,14,63,44,34,35,0,12,0,12,12,20,22,27,29,27,0,12,0,12,14,24,15,12,357,66,244,74,84,44,0,12,16,25,31,21,37,24,160,65,44,41,0,12,0,12,31,40,13,11,116,54,0,12,33,29,54,43,29,21,113,53,27,25,0,12,0,12,17,22,10,14,86,44,0,12,0,12,32,35,54,32
1400000US47157007810,47157007810,"Census Tract 78.10, Shelby County, Tennessee",1027,105,440,113,199,79,24,33,0,12,24,33,0,12,0,12,175,65,13,17,0,12,0,12,5,10,8,13,162,63,40,32,89,57,33,29,0,12,241,92,179,87,0,12,65,51,92,60,22,36,62,48,0,12,25,30,37,33,0,12,587,102,339,86,108,52,0,12,58,47,12,20,38,22,231,79,31,23,0,12,0,12,15,23,16,25,200,77,0,12,56,47,21,30,123,53,248,76,64,44,0,12,24,34,13,19,27,21,184,62,21,31,0,12,72,45,91,45
1400000US47157007821,47157007821,"Census Tract 78.21, Shelby County, Tennessee",2357,153,1073,222,674,209,11,16,0,17,0,17,0,17,11,16,663,208,18,28,0,17,0,17,0,17,18,28,645,204,93,98,410,180,142,141,0,17,399,166,121,105,0,17,0,17,110,104,11,19,278,127,0,17,0,17,178,102,100,88,1284,209,753,185,304,137,0,17,26,37,141,102,137,71,449,160,18,29,0,17,0,17,18,29,0,17,431,156,0,17,129,119,194,121,108,71,531,172,228,121,0,17,53,79,116,85,59,57,303,120,0,17,0,17,153,102,150,64
1400000US47157007822,47157007822,"Census Tract 78.22, Shelby County, Tennessee",701,58,225,79,128,51,7,14,0,12,3,11,0,12,4,8,121,49,24,29,0,12,17,27,0,12,7,11,97,42,5,8,66,44,13,14,13,14,97,61,76,56,0,12,11,17,60,54,5,9,21,20,0,12,0,12,6,9,15,18,476,82,238,80,101,49,0,12,18,29,33,24,50,30,137,70,30,39,0,12,26,39,4,7,0,12,107,54,0,12,29,32,46,32,32,18,238,75,160,82,0,12,27,33,129,78,4,8,78,36,0,12,20,22,5,9,53,26
1400000US47157007900,47157007900,"Census Tract 79, Shelby County, Tennessee",2185,187,660,176,370,146,36,38,0,17,0,17,36,38,0,17,334,133,23,26,0,17,12,19,11,19,0,17,311,132,43,50,127,94,123,77,18,28,290,141,149,115,29,48,85,94,35,38,0,17,141,86,0,17,18,21,29,34,94,81,1525,178,944,158,444,104,0,17,112,76,110,59,222,67,500,164,113,93,0,17,77,89,36,36,0,17,387,135,0,17,111,89,191,101,85,59,581,177,254,135,0,17,83,85,159,103,12,18,327,135,0,17,83,93,154,87,90,58
1400000US47157008000,47157008000,"Census Tract 80, Shelby County, Tennessee",2141,119,494,182,324,147,89,90,0,17,89,90,0,17,0,17,235,137,21,35,0,17,0,17,21,35,0,17,214,134,60,79,110,102,40,64,4,11,170,116,122,105,0,17,34,47,88,94,0,17,48,48,0,17,11,18,37,44,0,17,1647,203,892,232,421,141,0,17,162,96,128,77,131,75,471,179,59,59,0,17,19,29,40,51,0,17,412,168,0,17,179,140,205,104,28,28,755,226,511,189,0,17,131,102,252,158,128,73,244,122,0,17,0,17,181,112,63,52
1400000US47157008110,47157008110,"Census Tract 81.10, Shelby County, Tennessee",911,95,368,94,269,79,74,50,0,12,68,49,0,12,6,11,195,72,43,41,0,12,33,37,10,17,0,12,152,67,12,19,77,47,56,41,7,10,99,55,70,46,0,12,30,34,27,25,13,19,29,33,0,12,0,12,29,33,0,12,543,83,372,88,85,42,0,12,12,22,49,36,24,19,287,82,115,63,0,12,32,29,59,57,24,18,172,61,0,12,51,41,102,41,19,18,171,68,27,26,0,12,0,12,10,12,17,23,144,61,0,12,56,39,48,28,40,32
1400000US47157008120,47157008120,"Census Tract 81.20, Shelby County, Tennessee",1952,142,656,154,321,108,63,42,2,9,16,24,45,35,0,12,258,100,71,45,0,12,32,51,29,31,10,16,187,83,8,13,133,79,32,30,14,17,335,122,124,87,0,12,50,55,10,15,64,61,211,95,0,12,57,55,87,51,67,67,1296,174,761,158,311,98,0,12,26,42,156,69,129,51,450,132,153,93,0,12,95,82,58,48,0,12,297,108,0,12,56,72,173,73,68,44,535,154,265,116,0,12,55,52,151,93,59,53,270,98,0,12,19,21,117,68,134,57
1400000US47157008200,47157008200,"Census Tract 82, Shelby County, Tennessee",1557,143,787,145,559,129,141,87,8,15,115,79,7,13,11,18,418,129,68,50,27,35,22,26,10,17,9,14,350,126,9,14,247,97,88,69,6,11,228,110,177,103,26,41,36,44,87,70,28,42,51,47,0,17,0,17,43,45,8,14,770,159,453,118,156,80,0,17,48,49,87,46,21,25,297,118,58,38,0,17,31,29,19,25,8,13,239,114,47,56,103,76,50,45,39,38,317,113,220,98,0,17,86,67,110,72,24,22,97,56,0,17,9,15,52,37,36,43
1400000US47157008500,47157008500,"Census Tract 85, Shelby County, Tennessee",1891,82,56,35,26,22,16,17,0,12,4,7,12,15,0,12,10,15,0,12,0,12,0,12,0,12,0,12,10,15,0,12,10,15,0,12,0,12,30,28,10,15,0,12,10,15,0,12,0,12,20,23,11,17,0,12,0,12,9,15,1835,83,1156,92,1050,83,0,12,358,57,435,70,257,57,106,60,0,12,0,12,0,12,0,12,0,12,106,60,0,12,17,25,41,50,48,23,679,101,219,64,0,12,41,37,103,45,75,41,460,86,0,12,35,30,106,48,319,75
1400000US47157008600,47157008600,"Census Tract 86, Shelby County, Tennessee",2358,148,233,105,88,77,61,57,0,17,13,23,48,50,0,17,27,46,0,17,0,17,0,17,0,17,0,17,27,46,0,17,27,46,0,17,0,17,145,78,51,44,0,17,14,22,37,36,0,17,94,65,19,31,32,49,28,34,15,23,2125,148,1432,185,1239,180,0,17,487,125,490,118,262,72,193,80,0,17,0,17,0,17,0,17,0,17,193,80,15,27,81,62,71,53,26,27,693,208,270,128,10,16,127,108,108,71,25,30,423,144,0,17,31,49,206,117,186,81
1400000US47157008700,47157008700,"Census Tract 87, Shelby County, Tennessee",1820,145,306,110,133,91,70,66,0,12,59,63,11,17,0,12,63,63,0,12,0,12,0,12,0,12,0,12,63,63,35,56,10,17,6,12,12,18,173,93,151,93,0,12,33,48,106,80,12,18,22,24,0,12,0,12,0,12,22,24,1514,155,768,155,554,129,0,12,252,91,231,85,71,41,214,88,98,62,9,14,24,38,65,58,0,12,116,64,0,12,52,42,38,33,26,29,746,141,279,106,6,10,40,52,184,80,49,37,467,110,10,16,47,48,186,75,224,82
